InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
549145,STK794,Item STK794,41,2025-06-18 21:43:00.763862,85.82,11953,USA
541862,STK176,Item STK176,41,2025-06-18 22:05:33.763862,25.22,11906,USA
549734,STK690,Item STK690,32,2025-06-18 22:26:14.763862,39.76,11378,Italy
547165,STK660,Item STK660,17,2025-06-18 22:29:31.763862,42.64,10410,India
546256,STK629,Item STK629,22,2025-06-18 22:39:19.763862,17.6,11914,Canada
537679,STK819,Item STK819,20,2025-06-18 22:47:04.763862,13.36,10781,Italy
539582,STK431,Item STK431,30,2025-06-18 23:04:07.763862,15.18,11557,India
547943,STK645,Item STK645,34,2025-06-18 23:30:12.763862,27.73,11121,United Kingdom
547643,STK224,Item STK224,31,2025-06-18 23:42:42.763862,70.4,11546,India
546166,STK415,Item STK415,10,2025-06-18 23:44:25.763862,21.85,10390,Spain
543933,STK373,Item STK373,19,2025-06-18 23:48:52.763862,75.02,10765,Spain
546516,STK137,Item STK137,28,2025-06-18 23:57:36.763862,62.54,11836,France
542017,STK486,Item STK486,43,2025-06-18 23:57:48.763862,55.7,10940,France
546385,STK992,Item STK992,37,2025-06-19 00:19:03.763862,49.87,11645,Germany
543226,STK619,Item STK619,46,2025-06-19 00:39:43.763862,13.42,11754,India
539045,STK322,Item STK322,21,2025-06-19 00:47:23.763862,55.54,10286,Spain
538762,STK236,Item STK236,22,2025-06-19 01:06:41.763862,6.67,11777,France
C544467,STK972,Item STK972,-28,2025-06-19 01:09:50.763862,98.17,11836,France
542576,STK639,Item STK639,25,2025-06-19 01:17:54.763862,20.03,11869,Spain
543962,STK430,Item STK430,10,2025-06-19 01:52:05.763862,38.24,10559,Germany
550986,STK169,Item STK169,17,2025-06-19 01:53:13.763862,15.04,10000,United Kingdom
538804,STK276,Item STK276,41,2025-06-19 02:08:08.763862,25.26,10789,France
C542026,STK910,Item STK910,-17,2025-06-19 02:26:40.763862,17.76,10930,USA
547703,STK139,Item STK139,1,2025-06-19 02:26:52.763862,17.0,10367,Germany
547537,STK716,Item STK716,42,2025-06-19 02:39:16.763862,84.27,11184,Canada
545272,STK269,Item STK269,42,2025-06-19 03:00:03.763862,99.25,10612,United Kingdom
540628,STK284,Item STK284,6,2025-06-19 03:09:54.763862,7.49,10936,United Kingdom
545783,STK599,Item STK599,8,2025-06-19 03:18:29.763862,59.96,10054,United Kingdom
548906,STK341,Item STK341,31,2025-06-19 03:36:35.763862,55.66,10043,Canada
549954,STK396,Item STK396,4,2025-06-19 03:48:44.763862,44.51,11610,India
545864,STK502,Item STK502,48,2025-06-19 03:51:36.763862,4.11,11679,USA
546053,STK287,Item STK287,47,2025-06-19 03:58:47.763862,60.2,10667,United Kingdom
C545279,STK954,Item STK954,-3,2025-06-19 04:13:40.763862,26.49,10856,Germany
547426,STK497,Item STK497,20,2025-06-19 04:17:31.763862,42.06,10847,India
540889,STK750,Item STK750,12,2025-06-19 04:18:13.763862,11.22,10449,Canada
539155,STK629,Item STK629,18,2025-06-19 04:23:55.763862,39.05,11036,United Kingdom
544522,STK912,Item STK912,12,2025-06-19 04:29:18.763862,74.76,10408,Germany
542727,STK913,Item STK913,31,2025-06-19 04:29:34.763862,14.32,10788,Germany
550814,STK972,Item STK972,7,2025-06-19 04:29:58.763862,10.8,10315,USA
540116,STK199,Item STK199,28,2025-06-19 04:49:20.763862,88.83,11436,India
549444,STK785,Item STK785,18,2025-06-19 05:04:38.763862,3.73,11121,Spain
549181,STK596,Item STK596,22,2025-06-19 05:07:04.763862,4.53,10939,Spain
539077,STK245,Item STK245,49,2025-06-19 05:12:52.763862,57.92,10249,United Kingdom
536940,STK638,Item STK638,44,2025-06-19 05:14:23.763862,44.51,11210,Canada
C547107,STK216,Item STK216,-12,2025-06-19 05:26:49.763862,1.49,11137,Spain
547784,STK822,Item STK822,26,2025-06-19 05:28:48.763862,83.01,10228,USA
544256,STK137,Item STK137,39,2025-06-19 05:43:09.763862,88.68,10847,Canada
550361,STK511,Item STK511,17,2025-06-19 05:50:51.763862,52.08,10646,Germany
551080,STK124,Item STK124,40,2025-06-19 05:56:39.763862,10.35,11443,France
540628,STK127,Item STK127,2,2025-06-19 05:58:28.763862,12.33,10623,Canada
C538557,STK298,Item STK298,-4,2025-06-19 06:08:22.763862,79.14,10881,Italy
538604,STK814,Item STK814,49,2025-06-19 06:12:39.763862,1.57,11002,Germany
C542833,STK494,Item STK494,-24,2025-06-19 06:16:39.763862,90.34,11509,Spain
550242,STK818,Item STK818,31,2025-06-19 06:18:13.763862,57.33,11183,Italy
544359,STK867,Item STK867,23,2025-06-19 06:21:54.763862,85.42,11176,Spain
C549124,STK900,Item STK900,-11,2025-06-19 06:30:30.763862,26.12,11924,USA
537955,STK257,Item STK257,31,2025-06-19 06:32:32.763862,45.01,10681,USA
550296,STK125,Item STK125,6,2025-06-19 06:41:39.763862,79.13,11098,France
542291,STK394,Item STK394,31,2025-06-19 06:59:24.763862,32.01,11916,India
549874,STK329,Item STK329,26,2025-06-19 07:15:03.763862,69.23,11479,Canada
548181,STK348,Item STK348,1,2025-06-19 07:16:58.763862,62.12,10378,Germany
547006,STK865,Item STK865,8,2025-06-19 07:29:59.763862,68.29,11849,Spain
540669,STK493,Item STK493,13,2025-06-19 07:32:42.763862,23.76,10691,Italy
538389,STK465,Item STK465,49,2025-06-19 07:34:06.763862,25.2,11161,France
538475,STK752,Item STK752,20,2025-06-19 07:34:25.763862,31.79,11663,Spain
C540924,STK263,Item STK263,-1,2025-06-19 07:39:00.763862,31.88,11739,France
548260,STK528,Item STK528,24,2025-06-19 07:58:19.763862,30.3,10267,USA
543402,STK938,Item STK938,45,2025-06-19 08:03:57.763862,35.81,10150,India
545601,STK515,Item STK515,5,2025-06-19 08:13:27.763862,34.55,11736,Germany
550333,STK969,Item STK969,45,2025-06-19 08:56:06.763862,74.67,10947,Germany
549918,STK324,Item STK324,23,2025-06-19 09:02:02.763862,63.5,10152,Spain
540824,STK375,Item STK375,20,2025-06-19 09:02:09.763862,79.15,10388,Spain
538886,STK383,Item STK383,23,2025-06-19 09:05:58.763862,29.92,11704,Italy
540589,STK311,Item STK311,4,2025-06-19 09:18:36.763862,61.45,10327,France
543557,STK118,Item STK118,15,2025-06-19 09:29:07.763862,84.4,11078,France
550469,STK428,Item STK428,41,2025-06-19 09:39:43.763862,95.21,10907,Spain
539787,STK328,Item STK328,23,2025-06-19 10:11:04.763862,8.6,10436,Germany
545062,STK304,Item STK304,36,2025-06-19 10:19:55.763862,54.92,10446,Germany
539202,STK365,Item STK365,1,2025-06-19 10:36:22.763862,92.97,10801,Italy
544983,STK728,Item STK728,32,2025-06-19 11:07:21.763862,65.61,11138,Germany
542989,STK465,Item STK465,48,2025-06-19 11:17:10.763862,56.14,10640,France
549502,STK321,Item STK321,26,2025-06-19 11:32:24.763862,33.64,10936,France
538637,STK579,Item STK579,26,2025-06-19 11:37:39.763862,33.22,10331,India
538650,STK354,Item STK354,29,2025-06-19 11:50:16.763862,93.99,11615,Italy
536661,STK651,Item STK651,32,2025-06-19 12:01:40.763862,18.78,11184,France
542369,STK773,Item STK773,26,2025-06-19 12:01:49.763862,76.46,11208,Canada
C541299,STK187,Item STK187,-1,2025-06-19 12:38:50.763862,37.22,10981,India
543043,STK900,Item STK900,45,2025-06-19 13:00:07.763862,94.4,10384,France
541539,STK189,Item STK189,19,2025-06-19 13:21:58.763862,82.96,11748,Canada
543304,STK199,Item STK199,25,2025-06-19 13:22:42.763862,20.63,11531,United Kingdom
C543967,STK926,Item STK926,-4,2025-06-19 13:50:57.763862,47.47,11851,India
539472,STK749,Item STK749,27,2025-06-19 14:07:59.763862,28.03,10940,Spain
540146,STK436,Item STK436,43,2025-06-19 14:15:39.763862,58.07,10108,Canada
C548620,STK151,Item STK151,-10,2025-06-19 14:23:08.763862,99.96,10512,United Kingdom
539271,STK964,Item STK964,21,2025-06-19 14:32:54.763862,70.27,11303,United Kingdom
C545113,STK630,Item STK630,-9,2025-06-19 14:40:19.763862,82.21,10591,France
543524,STK340,Item STK340,2,2025-06-19 14:50:40.763862,64.27,10451,France
550117,STK245,Item STK245,21,2025-06-19 15:15:06.763862,46.62,11949,India
540590,STK213,Item STK213,4,2025-06-19 15:30:39.763862,77.91,10067,USA
548758,STK953,Item STK953,28,2025-06-19 15:58:11.763862,21.65,10962,Canada
C541542,STK562,Item STK562,-5,2025-06-19 16:01:54.763862,28.11,11943,Spain
547030,STK277,Item STK277,32,2025-06-19 16:19:41.763862,22.0,11136,United Kingdom
544517,STK521,Item STK521,32,2025-06-19 16:52:28.763862,53.5,10834,Spain
543151,STK769,Item STK769,39,2025-06-19 17:16:29.763862,41.61,11585,Canada
548864,STK105,Item STK105,41,2025-06-19 17:16:31.763862,15.65,10607,Canada
544900,STK831,Item STK831,5,2025-06-19 17:31:54.763862,68.83,11542,United Kingdom
543949,STK151,Item STK151,46,2025-06-19 18:04:28.763862,21.38,11728,Italy
536385,STK232,Item STK232,20,2025-06-19 18:11:20.763862,59.86,11404,India
546387,STK426,Item STK426,26,2025-06-19 18:17:56.763862,7.23,11474,Italy
540568,STK525,Item STK525,21,2025-06-19 18:19:50.763862,1.75,10139,France
545747,STK555,Item STK555,48,2025-06-19 18:36:03.763862,10.17,11022,Canada
550579,STK906,Item STK906,29,2025-06-19 18:52:00.763862,1.29,10344,United Kingdom
550556,STK625,Item STK625,14,2025-06-19 18:58:24.763862,37.95,11114,United Kingdom
537244,STK840,Item STK840,42,2025-06-19 19:02:11.763862,71.91,11564,Canada
538667,STK876,Item STK876,22,2025-06-19 19:09:55.763862,43.11,10906,Italy
547282,STK889,Item STK889,27,2025-06-19 19:13:10.763862,73.73,11378,Canada
537662,STK626,Item STK626,14,2025-06-19 19:21:15.763862,85.16,10796,Canada
542160,STK363,Item STK363,16,2025-06-19 19:22:00.763862,50.77,10146,Spain
546382,STK777,Item STK777,34,2025-06-19 19:22:35.763862,26.26,10395,Italy
540882,STK744,Item STK744,15,2025-06-19 19:45:27.763862,3.59,10249,India
549026,STK234,Item STK234,42,2025-06-19 19:50:32.763862,61.93,10430,Spain
548492,STK689,Item STK689,19,2025-06-19 19:58:14.763862,82.04,10219,United Kingdom
C537104,STK773,Item STK773,-19,2025-06-19 19:59:54.763862,80.15,11467,France
538843,STK108,Item STK108,45,2025-06-19 20:19:22.763862,74.9,11489,France
542730,STK777,Item STK777,5,2025-06-19 20:24:55.763862,39.85,11701,United Kingdom
550668,STK403,Item STK403,33,2025-06-19 20:36:38.763862,93.35,11093,USA
C544248,STK155,Item STK155,-4,2025-06-19 20:44:27.763862,37.59,10607,Italy
549754,STK320,Item STK320,13,2025-06-19 20:59:46.763862,67.39,11637,Italy
C548051,STK147,Item STK147,-20,2025-06-19 21:32:24.763862,73.99,10687,Italy
542766,STK577,Item STK577,40,2025-06-19 21:35:40.763862,30.08,10370,India
541649,STK352,Item STK352,13,2025-06-19 22:24:29.763862,67.71,11875,India
546188,STK335,Item STK335,2,2025-06-19 22:27:28.763862,57.64,11587,Germany
541006,STK940,Item STK940,24,2025-06-19 22:34:34.763862,14.17,11560,Italy
546953,STK414,Item STK414,10,2025-06-19 22:34:52.763862,29.95,10396,Italy
C544873,STK304,Item STK304,-1,2025-06-19 22:35:04.763862,26.77,11588,Germany
544127,STK913,Item STK913,25,2025-06-19 22:38:42.763862,97.96,10590,India
539629,STK115,Item STK115,3,2025-06-19 22:44:01.763862,29.91,11591,USA
549157,STK550,Item STK550,10,2025-06-19 22:45:18.763862,32.62,11815,USA
539232,STK107,Item STK107,4,2025-06-19 23:05:33.763862,58.18,10356,Canada
542476,STK697,Item STK697,1,2025-06-19 23:32:31.763862,31.84,11112,Spain
539656,STK411,Item STK411,30,2025-06-20 00:11:43.763862,42.4,11507,India
C548440,STK463,Item STK463,-20,2025-06-20 00:18:09.763862,51.2,10067,Germany
539543,STK926,Item STK926,27,2025-06-20 00:19:36.763862,38.52,10717,United Kingdom
549807,STK435,Item STK435,4,2025-06-20 00:19:47.763862,53.81,11146,Spain
546935,STK981,Item STK981,19,2025-06-20 00:22:12.763862,2.23,10281,Canada
545358,STK235,Item STK235,37,2025-06-20 00:32:46.763862,84.58,11462,United Kingdom
547326,STK882,Item STK882,44,2025-06-20 00:36:58.763862,17.67,10575,India
539004,STK913,Item STK913,33,2025-06-20 00:39:24.763862,39.05,10224,Italy
542164,STK649,Item STK649,17,2025-06-20 00:48:44.763862,42.32,10891,Italy
542063,STK700,Item STK700,7,2025-06-20 01:01:47.763862,71.88,10064,Germany
542821,STK321,Item STK321,36,2025-06-20 01:11:45.763862,11.35,11547,Canada
C550146,STK359,Item STK359,-9,2025-06-20 01:11:46.763862,96.64,10434,Canada
542935,STK913,Item STK913,9,2025-06-20 01:36:11.763862,74.47,11410,United Kingdom
545247,STK478,Item STK478,7,2025-06-20 01:59:23.763862,56.53,10835,Canada
539317,STK556,Item STK556,8,2025-06-20 02:02:50.763862,93.52,10386,United Kingdom
545961,STK232,Item STK232,32,2025-06-20 02:04:29.763862,68.87,11412,India
544905,STK525,Item STK525,40,2025-06-20 02:07:41.763862,12.77,11993,India
548137,STK667,Item STK667,1,2025-06-20 02:11:03.763862,6.54,11033,France
550300,STK814,Item STK814,26,2025-06-20 02:21:22.763862,69.7,10367,Canada
548176,STK268,Item STK268,2,2025-06-20 02:28:05.763862,6.4,10636,Germany
536766,STK110,Item STK110,33,2025-06-20 02:30:47.763862,81.21,11201,United Kingdom
550134,STK643,Item STK643,24,2025-06-20 02:42:03.763862,26.44,10489,France
550326,STK937,Item STK937,30,2025-06-20 02:50:06.763862,19.33,11189,Spain
550124,STK788,Item STK788,7,2025-06-20 02:59:02.763862,49.07,10114,India
547343,STK221,Item STK221,27,2025-06-20 03:07:59.763862,40.16,10096,France
542978,STK195,Item STK195,6,2025-06-20 03:08:25.763862,66.23,11416,USA
C544998,STK931,Item STK931,-30,2025-06-20 03:11:16.763862,84.81,11794,Germany
545763,STK854,Item STK854,34,2025-06-20 03:29:32.763862,43.3,11543,India
C539238,STK440,Item STK440,-38,2025-06-20 03:37:53.763862,71.63,11444,India
550848,STK378,Item STK378,45,2025-06-20 03:40:19.763862,47.01,11367,Germany
545790,STK714,Item STK714,9,2025-06-20 03:44:28.763862,92.55,11786,India
544689,STK808,Item STK808,36,2025-06-20 03:56:08.763862,70.02,10689,France
537389,STK964,Item STK964,47,2025-06-20 03:59:49.763862,80.15,11130,Germany
538828,STK658,Item STK658,18,2025-06-20 04:17:49.763862,21.61,10140,Spain
549622,STK851,Item STK851,29,2025-06-20 04:25:30.763862,90.6,10774,India
540420,STK450,Item STK450,10,2025-06-20 04:26:30.763862,63.36,10740,India
538873,STK705,Item STK705,17,2025-06-20 04:30:57.763862,67.26,11014,France
551129,STK167,Item STK167,18,2025-06-20 04:43:20.763862,0.7,10029,India
537500,STK534,Item STK534,41,2025-06-20 04:55:27.763862,29.39,11978,Germany
538852,STK756,Item STK756,14,2025-06-20 05:01:48.763862,56.04,11705,France
549127,STK827,Item STK827,47,2025-06-20 05:12:13.763862,53.45,10259,USA
536827,STK421,Item STK421,1,2025-06-20 05:17:45.763862,17.43,10592,France
539268,STK531,Item STK531,10,2025-06-20 05:21:00.763862,82.9,10577,Italy
C539404,STK383,Item STK383,-4,2025-06-20 05:34:30.763862,38.27,11432,France
545127,STK638,Item STK638,42,2025-06-20 05:48:06.763862,79.06,11975,Canada
550458,STK751,Item STK751,15,2025-06-20 05:54:28.763862,96.92,11521,Germany
536716,STK584,Item STK584,3,2025-06-20 05:56:56.763862,53.56,10816,India
544779,STK560,Item STK560,27,2025-06-20 06:01:09.763862,5.22,11847,Italy
C542971,STK169,Item STK169,-9,2025-06-20 06:29:41.763862,43.52,10320,France
C540191,STK491,Item STK491,-3,2025-06-20 06:33:38.763862,54.87,11944,Spain
546081,STK412,Item STK412,19,2025-06-20 06:40:16.763862,1.51,10245,India
542252,STK126,Item STK126,7,2025-06-20 06:43:39.763862,9.37,10601,United Kingdom
546139,STK798,Item STK798,47,2025-06-20 06:55:16.763862,6.16,11019,United Kingdom
C546488,STK480,Item STK480,-1,2025-06-20 06:59:28.763862,85.74,10417,India
542861,STK461,Item STK461,21,2025-06-20 07:00:42.763862,54.28,10191,Italy
538619,STK330,Item STK330,3,2025-06-20 07:02:18.763862,87.98,10399,United Kingdom
550713,STK412,Item STK412,12,2025-06-20 07:11:06.763862,98.39,11729,India
548212,STK230,Item STK230,49,2025-06-20 07:20:41.763862,2.61,11841,India
550311,STK740,Item STK740,2,2025-06-20 07:28:51.763862,41.43,11366,Italy
543874,STK489,Item STK489,7,2025-06-20 07:42:19.763862,70.49,10584,USA
536941,STK781,Item STK781,3,2025-06-20 07:45:52.763862,33.91,11452,Italy
C545666,STK262,Item STK262,-18,2025-06-20 08:04:47.763862,68.48,11749,USA
539212,STK214,Item STK214,12,2025-06-20 08:34:37.763862,37.73,11668,Germany
542536,STK247,Item STK247,35,2025-06-20 08:52:08.763862,78.16,10971,Germany
545687,STK363,Item STK363,6,2025-06-20 09:23:27.763862,17.9,10905,USA
C550810,STK482,Item STK482,-3,2025-06-20 09:54:29.763862,91.59,10956,United Kingdom
539861,STK951,Item STK951,30,2025-06-20 10:21:45.763862,25.41,10086,USA
C546696,STK383,Item STK383,-22,2025-06-20 10:35:48.763862,99.43,11159,Germany
546286,STK848,Item STK848,28,2025-06-20 10:36:41.763862,35.58,10309,Spain
537063,STK198,Item STK198,11,2025-06-20 10:40:02.763862,73.64,11090,Germany
536838,STK637,Item STK637,5,2025-06-20 11:04:31.763862,61.41,10930,India
550454,STK543,Item STK543,21,2025-06-20 11:12:25.763862,97.11,11547,Canada
C545653,STK529,Item STK529,-25,2025-06-20 11:13:50.763862,6.35,10585,United Kingdom
546382,STK652,Item STK652,41,2025-06-20 11:16:43.763862,51.89,11184,USA
536582,STK819,Item STK819,44,2025-06-20 11:35:11.763862,36.5,11517,India
544496,STK452,Item STK452,13,2025-06-20 12:10:42.763862,81.55,11935,Spain
541578,STK865,Item STK865,25,2025-06-20 12:34:39.763862,37.54,10039,France
545369,STK467,Item STK467,17,2025-06-20 12:46:18.763862,52.23,10959,Germany
548507,STK436,Item STK436,10,2025-06-20 13:05:03.763862,26.27,11127,United Kingdom
540296,STK275,Item STK275,46,2025-06-20 13:24:07.763862,13.45,11143,France
545178,STK940,Item STK940,36,2025-06-20 13:25:03.763862,49.49,11540,USA
539180,STK233,Item STK233,15,2025-06-20 13:34:34.763862,89.3,11114,Italy
C547750,STK289,Item STK289,-4,2025-06-20 13:40:57.763862,23.27,11648,United Kingdom
539323,STK140,Item STK140,30,2025-06-20 13:46:06.763862,92.77,10383,Germany
539760,STK454,Item STK454,39,2025-06-20 14:29:08.763862,27.72,11296,USA
539675,STK119,Item STK119,1,2025-06-20 14:32:55.763862,98.29,10208,USA
550256,STK242,Item STK242,41,2025-06-20 14:41:29.763862,98.51,10265,Italy
549123,STK823,Item STK823,47,2025-06-20 14:42:47.763862,26.94,11665,India
545350,STK295,Item STK295,44,2025-06-20 14:44:57.763862,82.47,10087,United Kingdom
542919,STK671,Item STK671,44,2025-06-20 15:01:36.763862,40.95,11156,Canada
541934,STK601,Item STK601,27,2025-06-20 15:03:16.763862,79.38,10829,Germany
550117,STK218,Item STK218,32,2025-06-20 15:15:32.763862,52.15,11842,Canada
540463,STK762,Item STK762,21,2025-06-20 15:19:04.763862,75.28,10225,USA
538413,STK958,Item STK958,4,2025-06-20 15:27:26.763862,96.25,11525,Spain
C541939,STK783,Item STK783,-22,2025-06-20 15:29:25.763862,34.74,10280,United Kingdom
543298,STK138,Item STK138,23,2025-06-20 15:32:05.763862,45.1,10148,USA
540144,STK683,Item STK683,10,2025-06-20 15:39:20.763862,49.95,11801,Spain
C550090,STK818,Item STK818,-3,2025-06-20 15:45:01.763862,94.96,11816,India
538381,STK380,Item STK380,17,2025-06-20 15:46:00.763862,49.92,11802,France
536864,STK407,Item STK407,19,2025-06-20 15:51:12.763862,23.55,11968,India
C550510,STK857,Item STK857,-26,2025-06-20 16:07:36.763862,99.96,10848,Germany
543084,STK571,Item STK571,40,2025-06-20 16:27:16.763862,78.67,11008,Canada
543060,STK870,Item STK870,14,2025-06-20 16:40:30.763862,86.67,11249,United Kingdom
545117,STK336,Item STK336,32,2025-06-20 16:58:55.763862,99.27,11142,United Kingdom
542054,STK381,Item STK381,34,2025-06-20 17:02:56.763862,37.85,10510,India
540408,STK439,Item STK439,43,2025-06-20 17:26:41.763862,23.33,10126,India
539076,STK541,Item STK541,29,2025-06-20 17:30:16.763862,43.03,11325,Spain
543518,STK102,Item STK102,46,2025-06-20 17:36:10.763862,66.87,11561,United Kingdom
548370,STK551,Item STK551,16,2025-06-20 17:43:10.763862,87.34,10987,Spain
539677,STK708,Item STK708,39,2025-06-20 18:05:33.763862,98.63,10797,USA
547103,STK888,Item STK888,28,2025-06-20 18:15:53.763862,38.13,11405,USA
547813,STK828,Item STK828,5,2025-06-20 18:27:37.763862,52.35,10806,United Kingdom
546532,STK532,Item STK532,8,2025-06-20 18:32:49.763862,84.19,10948,USA
547098,STK368,Item STK368,7,2025-06-20 18:51:47.763862,25.06,11712,India
543859,STK789,Item STK789,32,2025-06-20 19:04:40.763862,16.28,11576,Spain
538180,STK887,Item STK887,32,2025-06-20 19:11:41.763862,6.1,10755,United Kingdom
536718,STK768,Item STK768,26,2025-06-20 19:29:48.763862,98.54,10326,France
547079,STK936,Item STK936,10,2025-06-20 19:50:08.763862,44.08,11457,India
C537864,STK871,Item STK871,-27,2025-06-20 20:13:34.763862,2.69,10852,USA
537224,STK279,Item STK279,11,2025-06-20 20:25:42.763862,87.8,10163,Spain
542097,STK292,Item STK292,3,2025-06-20 20:32:04.763862,67.96,10352,USA
544854,STK483,Item STK483,20,2025-06-20 20:51:11.763862,42.25,11655,Italy
550453,STK296,Item STK296,2,2025-06-20 21:11:20.763862,19.49,11946,France
541451,STK154,Item STK154,44,2025-06-20 21:17:05.763862,9.35,11183,Germany
550386,STK409,Item STK409,26,2025-06-20 21:17:57.763862,37.88,10627,France
540736,STK122,Item STK122,40,2025-06-20 21:19:46.763862,41.2,10797,USA
C540445,STK395,Item STK395,-3,2025-06-20 21:29:06.763862,10.34,11279,United Kingdom
546327,STK900,Item STK900,18,2025-06-20 21:40:16.763862,15.1,10579,Canada
550034,STK374,Item STK374,30,2025-06-20 21:58:21.763862,5.59,11384,USA
547642,STK410,Item STK410,25,2025-06-20 22:19:06.763862,70.64,10464,Spain
542371,STK212,Item STK212,48,2025-06-20 22:27:37.763862,66.39,10789,Canada
536374,STK664,Item STK664,35,2025-06-20 22:38:09.763862,82.17,11011,France
546810,STK475,Item STK475,30,2025-06-20 22:55:50.763862,10.66,11253,Germany
546676,STK988,Item STK988,2,2025-06-20 23:02:09.763862,68.89,11978,USA
546732,STK399,Item STK399,18,2025-06-20 23:02:49.763862,28.93,10789,USA
550720,STK648,Item STK648,34,2025-06-20 23:27:16.763862,57.95,11362,Canada
544176,STK155,Item STK155,46,2025-06-20 23:29:37.763862,8.75,10766,Canada
547870,STK150,Item STK150,8,2025-06-20 23:45:09.763862,48.98,11034,United Kingdom
540534,STK450,Item STK450,1,2025-06-21 00:20:03.763862,42.11,11272,Germany
537979,STK300,Item STK300,45,2025-06-21 00:36:41.763862,13.75,11222,Germany
544174,STK794,Item STK794,48,2025-06-21 00:39:51.763862,69.29,10641,France
546195,STK320,Item STK320,1,2025-06-21 01:03:14.763862,74.99,11206,India
537371,STK845,Item STK845,49,2025-06-21 01:16:47.763862,16.81,11468,France
544195,STK445,Item STK445,13,2025-06-21 01:22:03.763862,31.15,11957,USA
536748,STK105,Item STK105,27,2025-06-21 01:26:12.763862,70.76,10725,Canada
546994,STK688,Item STK688,7,2025-06-21 01:54:05.763862,32.42,11756,Italy
C548521,STK180,Item STK180,-38,2025-06-21 02:00:03.763862,83.34,11104,United Kingdom
544497,STK989,Item STK989,43,2025-06-21 02:10:59.763862,77.42,10097,United Kingdom
543825,STK738,Item STK738,35,2025-06-21 02:15:10.763862,23.56,11167,Spain
543140,STK921,Item STK921,19,2025-06-21 02:37:03.763862,79.82,10218,Italy
541098,STK571,Item STK571,19,2025-06-21 02:37:27.763862,63.77,10247,Spain
543301,STK103,Item STK103,32,2025-06-21 02:42:12.763862,37.01,10427,Canada
548910,STK662,Item STK662,2,2025-06-21 02:43:45.763862,28.25,11660,Germany
550627,STK414,Item STK414,3,2025-06-21 02:47:23.763862,29.11,11411,Germany
538436,STK276,Item STK276,24,2025-06-21 02:55:14.763862,22.29,11158,India
545341,STK205,Item STK205,14,2025-06-21 03:04:15.763862,56.99,11963,France
C549447,STK922,Item STK922,-28,2025-06-21 03:04:34.763862,98.89,10797,USA
C544071,STK739,Item STK739,-5,2025-06-21 03:12:09.763862,27.92,11787,France
548133,STK319,Item STK319,41,2025-06-21 03:32:35.763862,77.2,10562,India
537139,STK333,Item STK333,45,2025-06-21 03:46:53.763862,3.15,11489,United Kingdom
538291,STK629,Item STK629,15,2025-06-21 04:15:13.763862,36.31,11742,France
544058,STK659,Item STK659,34,2025-06-21 04:25:05.763862,73.51,11380,France
536677,STK535,Item STK535,36,2025-06-21 04:30:56.763862,63.41,10168,Germany
547001,STK528,Item STK528,29,2025-06-21 04:35:11.763862,57.68,11918,USA
C547572,STK587,Item STK587,-6,2025-06-21 04:43:06.763862,96.2,10824,USA
550673,STK213,Item STK213,20,2025-06-21 04:46:18.763862,6.98,11295,USA
548648,STK704,Item STK704,46,2025-06-21 04:53:41.763862,32.06,10073,United Kingdom
C541810,STK683,Item STK683,-3,2025-06-21 05:19:05.763862,39.34,10150,USA
542592,STK583,Item STK583,5,2025-06-21 05:22:46.763862,89.8,11245,Italy
536764,STK691,Item STK691,41,2025-06-21 05:40:29.763862,99.74,11246,Spain
C547328,STK926,Item STK926,-11,2025-06-21 05:44:54.763862,99.29,11273,Italy
C547918,STK876,Item STK876,-9,2025-06-21 05:59:26.763862,78.16,11451,Canada
546431,STK486,Item STK486,2,2025-06-21 06:20:08.763862,23.88,11988,Canada
547554,STK412,Item STK412,18,2025-06-21 06:32:19.763862,84.39,11747,United Kingdom
540073,STK579,Item STK579,23,2025-06-21 06:34:33.763862,85.23,10472,Spain
542623,STK341,Item STK341,46,2025-06-21 06:36:12.763862,43.56,11451,USA
546994,STK114,Item STK114,1,2025-06-21 06:47:35.763862,95.03,11761,Spain
550907,STK264,Item STK264,10,2025-06-21 06:48:16.763862,18.85,10961,Germany
540579,STK429,Item STK429,39,2025-06-21 07:00:19.763862,75.95,10313,Italy
541135,STK729,Item STK729,31,2025-06-21 07:14:59.763862,36.26,10362,Italy
C547808,STK623,Item STK623,-12,2025-06-21 07:16:34.763862,87.05,10076,Germany
548643,STK744,Item STK744,30,2025-06-21 07:20:50.763862,20.25,10277,Spain
547893,STK465,Item STK465,9,2025-06-21 07:21:00.763862,96.15,11120,USA
C537758,STK223,Item STK223,-17,2025-06-21 07:36:27.763862,69.28,11337,Spain
537762,STK745,Item STK745,20,2025-06-21 07:41:35.763862,84.83,10020,Germany
539449,STK410,Item STK410,9,2025-06-21 07:57:13.763862,80.57,11898,Canada
538660,STK138,Item STK138,22,2025-06-21 07:57:18.763862,70.09,11216,India
537013,STK907,Item STK907,36,2025-06-21 08:02:44.763862,27.64,10364,Germany
548011,STK558,Item STK558,46,2025-06-21 08:20:10.763862,42.18,10901,France
544382,STK606,Item STK606,44,2025-06-21 08:33:18.763862,57.85,10831,Spain
538725,STK533,Item STK533,41,2025-06-21 08:40:55.763862,86.28,11082,United Kingdom
540357,STK587,Item STK587,35,2025-06-21 09:00:24.763862,55.16,10479,Spain
